,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,1654.0,FF_a,1654.0,1711,91898.0,99576.0,1711.0,0.966686148451
1e-05,1651.92386,FF_a,1651.0,1711,92386.0,102432.0,1712.02432,0.964895089808
2e-05,1653.86236,FF_a,1652.0,1711,93118.0,102432.0,1713.04864,0.965449737609
4e-05,1655.66784,FF_a,1652.0,1711,91696.0,102432.0,1715.09728,0.965349230803
8e-05,1649.41584,FF_a,1642.0,1710,92698.0,102408.0,1718.19264,0.95997142672
0.0001,1659.3046,FF_a,1650.0,1711,93046.0,102432.0,1721.2432,0.964015195528
0.0002,1673.5812,FF_a,1655.0,1711,92906.0,102432.0,1731.4864,0.966557519597
0.0004,1686.8032,FF_a,1650.0,1711,92008.0,102432.0,1751.9728,0.962802162225
0.0008,1695.544,FF_a,1618.0,1694,96930.0,121518.0,1791.2144,0.946589085036
0.001,1711.746,FF_a,1615.0,1692,96746.0,122630.0,1814.63,0.943303042494
0.002,1811.128,FF_a,1618.0,1692,96564.0,122588.0,1937.176,0.934932086708
0.004,1976.288,FF_mix,1445.0,1548,132822.0,138220.0,2100.88,0.940695327672
0.008,2518.528,coreopt_IS_da,1440.0,1533,134816.0,139778.0,2651.224,0.94994915556
0.01,2893.0,FF_mix,1430.0,1548,146300.0,152450.0,3072.5,0.941578519121
0.02,4387.44,FF_mix,1445.0,1547,147122.0,152440.0,4595.8,0.954662953131
0.04,7313.64,FF_mix,1439.0,1547,146866.0,152496.0,7646.84,0.956426445434
0.08,13171.88,FF_mix,1433.0,1544,146736.0,152536.0,13746.88,0.958172327103
0.1,16074.2,FF_mix,1428.0,1544,146462.0,152508.0,16794.8,0.957093862386
0.2,30806.0,FF_mix,1436.0,1545,146850.0,152532.0,32051.4,0.961143662991
0.4,59887.0,FF_mix,1423.0,1545,146160.0,152532.0,62557.8,0.95730668278
1.0,148275.0,FF_mix,1435.0,1545,146840.0,152560.0,154105.0,0.962168651244
10.0,1464104.0,FF_mix,1424.0,1544,146268.0,152508.0,1526624.0,0.959046890393
