,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,1736.0,FF_a,1736.0,1821,92046.0,102433.0,1821.0,0.953322350357
1e-05,1735.957885,FF_a,1735.0,1820,95788.5,106759.0,1821.06759,0.95326384069
2e-05,1745.92357,FF_a,1744.0,1820,96178.5,107217.0,1822.14434,0.958169740823
4e-05,1744.8913,FF_a,1741.0,1820,97282.5,107217.0,1824.28868,0.956477622829
8e-05,1746.737,FF_a,1739.0,1820,96712.5,107217.0,1828.57736,0.955243698303
0.0001,1743.5454,FF_a,1734.0,1820,95454.0,106754.5,1830.67545,0.952405517865
0.0002,1758.3425,FF_a,1739.0,1820,96712.5,107217.0,1841.4434,0.954871868448
0.0004,1776.1956,FF_a,1738.0,1821,95489.0,106782.0,1863.7128,0.953041477206
0.0008,1784.2116,coreopt_IS_da,1688.0,1803,120264.5,126739.0,1904.3912,0.936893428199
0.001,1797.239,FF_a,1699.0,1801,98239.0,127459.0,1928.459,0.931956033289
0.002,1899.973,FF_a,1702.0,1801,98986.5,127414.0,2055.828,0.92418869672
0.004,2124.034,FF_mix,1623.0,1781,125258.5,134702.0,2319.808,0.91560767098
0.008,2766.848,FF_bm2,1482.0,1616,160606.0,167891.0,2959.128,0.935021398196
0.01,3082.085,FF_bm2,1476.0,1613,160608.5,168061.5,3293.615,0.93577573578
0.02,4696.94,FF_bm2,1478.0,1611,160947.0,168168.5,4974.37,0.944228113309
0.04,7854.98,FF_bm2,1458.0,1609,159924.5,168262.0,8339.48,0.941902852456
0.08,14358.8,FF_bm2,1469.0,1601,161122.5,168375.0,15071.0,0.952743679915
0.1,17625.05,FF_bm2,1476.0,1601,161490.5,168406.5,18441.65,0.955719797307
0.2,33490.0,FF_bm2,1455.0,1601,160175.0,168433.5,35287.7,0.949055903332
0.4,66059.0,FF_bm2,1465.0,1591,161485.0,168433.0,68964.2,0.957873795389
1.0,161417.0,FF_bm2,1445.0,1593,159972.0,168434.0,170027.0,0.949360983844
10.0,1608497.0,FF_bm2,1452.0,1592,160704.5,168456.0,1686152.0,0.953945433152
