,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,1580.0,FF_a,1580.0,1668,159603.5,179998.0,1668.0,0.947242206235
1e-05,1572.58867,FF_a,1571.0,1667,158867.0,182930.5,1668.829305,0.942330450028
2e-05,1577.16792,FF_a,1574.0,1669,158396.0,183052.0,1672.66104,0.942909461202
4e-05,1580.33584,FF_a,1574.0,1669,158396.0,183052.0,1676.32208,0.942739977511
8e-05,1586.67168,FF_a,1574.0,1669,158396.0,183052.0,1683.64416,0.942403221355
0.0001,1594.03865,FF_a,1578.0,1668,160386.5,182977.0,1686.2977,0.945288990194
0.0002,1604.6076,FF_a,1573.0,1668,158038.0,183298.5,1704.6597,0.94130670186
0.0004,1636.2152,FF_a,1573.0,1668,158038.0,183298.5,1741.3194,0.939641056087
0.0008,1695.23,FF_a,1567.0,1666,160287.5,192423.0,1819.9384,0.931476581845
0.001,1721.485,FF_mix,1537.0,1660,184485.0,196108.5,1856.1085,0.927470026671
0.002,1887.415,FF_mix,1517.0,1658,185207.5,198425.5,2054.851,0.918516719704
0.004,2269.542,FF_mix,1508.0,1646,190385.5,202903.0,2457.612,0.923474494753
0.008,3091.056,FF_mix,1420.0,1547,208882.0,220453.0,3310.624,0.933677759842
0.01,3514.92,FF_mix,1398.0,1526,211692.0,223324.5,3759.245,0.935006896332
0.02,5655.82,FF_mix,1387.0,1514,213441.0,224793.0,6009.86,0.941090141867
0.04,9911.56,FF_mix,1372.0,1501,213489.0,225093.0,10504.72,0.943533954261
0.08,18425.96,FF_mix,1364.0,1497,213274.5,225022.5,19498.8,0.944979178206
0.1,22817.05,FF_mix,1375.0,1495,214420.5,225049.5,23999.95,0.950712397317
0.2,44265.4,FF_mix,1375.0,1494,214452.0,225114.0,46516.8,0.951600282049
0.4,86977.4,FF_mix,1367.0,1491,214026.0,225156.0,91553.4,0.950018240721
1.0,215661.5,FF_mix,1367.0,1490,214294.5,225288.0,226778.0,0.950980694776
10.0,2134296.0,FF_mix,1356.0,1490,213294.0,225307.5,2254565.0,0.946655341496
