0,0.96169,0.40993,0.23907
1.1504e-07,0.96135,0.40995,0.23952
2.3007e-07,0.96153,0.40983,0.2399
4.6014e-07,0.96165,0.4097,0.24069
9.2028e-07,0.96258,0.40927,0.2422
1.1504e-06,0.96164,0.40909,0.24297
2.3007e-06,0.96267,0.40808,0.24671
4.6014e-06,0.96158,0.40608,0.25407
9.2028e-06,0.96239,0.40218,0.26825
1.1504e-05,0.96183,0.40048,0.27524
2.3007e-05,0.9622,0.39166,0.30738
4.6014e-05,0.95871,0.37557,0.36152
9.2028e-05,0.95711,0.34708,0.43793
0.00011504,0.95789,0.33593,0.46654
0.00023007,0.96235,0.29856,0.55863
0.00046014,0.97299,0.25706,0.62242
0.00092028,0.97243,0.22423,0.65488
0.0011504,0.9733,0.21663,0.66177
0.0023007,0.97441,0.20039,0.67647
0.0046014,0.97486,0.19155,0.68374
0.011504,0.97543,0.18627,0.68905
0.11504,0.97512,0.1828,0.6915
