0,4245.9,2.0507e+05,121.25,47895
1.1502e-07,4230.6,2.042e+05,124.95,49442
2.3004e-07,4235.8,2.046e+05,124.3,49179
4.6007e-07,4234.4,2.0448e+05,124.8,49368
9.2015e-07,4234.4,2.0454e+05,124.8,49373
1.1502e-06,4231.6,2.0443e+05,125.3,49592
2.3004e-06,4232.9,2.0457e+05,125.75,49761
4.6007e-06,4231,2.047e+05,126.35,49976
9.2015e-06,4225.1,2.0469e+05,128.35,50787
1.1502e-05,4229.2,2.0502e+05,128.5,50824
2.3004e-05,4212.6,2.0405e+05,138.65,54911
4.6007e-05,4104.4,1.9691e+05,190.95,75882
9.2015e-05,3940.7,1.8879e+05,251.85,1.0074e+05
0.00011502,3930.5,1.8902e+05,253.9,1.0158e+05
0.00023004,3718.2,1.8268e+05,296.2,1.1853e+05
0.00046007,2749.7,1.4237e+05,477.4,1.9109e+05
0.00092015,2566.4,1.379e+05,496.75,1.9878e+05
0.0011502,2542.8,1.3767e+05,498.45,1.9945e+05
0.0023004,2486.7,1.3684e+05,501.9,2.0082e+05
0.0046007,2460.3,1.3658e+05,502.85,2.012e+05
0.011502,2444.1,1.3629e+05,503.9,2.0162e+05
0.11502,2434.8,1.3624e+05,504.15,2.0174e+05
