,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,1651.0,FF_a,1651.0,1713,64897.8,74320.2,1713.0,0.963806187974
1e-05,1653.733946,FF_mix,1653.0,1713,73394.6,76765.0,1713.76765,0.964969753047
2e-05,1658.474516,FF_mix,1657.0,1713,73725.8,76765.0,1714.5353,0.967302636464
4e-05,1655.636448,FF_a,1653.0,1713,65911.2,76765.0,1716.0706,0.964783411592
8e-05,1658.875792,FF_mix,1653.0,1713,73447.4,76765.0,1719.1412,0.964944468785
0.0001,1665.37706,FF_mix,1658.0,1713,73770.6,76765.0,1720.6765,0.967861803192
0.0002,1666.18224,FF_a,1653.0,1713,65911.2,76765.0,1728.353,0.964028899189
0.0004,1679.36448,FF_a,1653.0,1713,65911.2,76765.0,1743.706,0.963100706197
0.0008,1674.01776,FF_a,1614.0,1691,75022.2,100170.4,1771.13632,0.945165959896
0.001,1691.2886,FF_a,1616.0,1692,75288.6,100469.8,1792.4698,0.943552075466
0.002,1769.22,FF_bm2,1576.0,1690,96610.0,100876.4,1891.7528,0.935227900812
0.004,1936.6664,coreopt_IS_da,1479.0,1554,114416.6,117967.4,2025.8696,0.955967945814
0.008,2433.92,FF_bm2,1414.0,1555,127490.0,133282.0,2621.256,0.928531970933
0.01,2691.03,FF_bm2,1411.0,1549,128003.0,133815.0,2887.15,0.932071419912
0.02,4001.268,coreopt_IS_da,1417.0,1539,129213.4,134819.8,4235.396,0.944721107542
0.04,6618.144,coreopt_IS_da,1401.0,1519,130428.6,135616.6,6943.664,0.953119851421
0.08,12004.832,coreopt_IS_da,1430.0,1491,132185.4,136150.2,12383.016,0.969459459634
0.1,14602.86,coreopt_IS_da,1414.0,1490,131888.6,136194.2,15109.42,0.966473895093
0.2,27634.72,FF_mix,1373.0,1479,131308.6,136283.8,28735.76,0.96168397843
0.4,54044.16,FF_mix,1378.0,1475,131665.4,136299.0,55994.6,0.965167355424
1.0,132775.4,FF_mix,1366.0,1469,131409.4,136307.0,137776.0,0.963704854256
10.0,1315892.0,FF_mix,1366.0,1468,131452.6,136307.8,1364546.0,0.964344184806
