0,0.96376,0.96082,0.92421
1.1585e-07,0.96176,0.96124,0.92302
2.317e-07,0.96158,0.96137,0.92187
4.6341e-07,0.96232,0.961,0.92485
9.2681e-07,0.96081,0.96044,0.92199
1.1585e-06,0.96149,0.96094,0.92368
2.317e-06,0.96155,0.96046,0.92117
4.6341e-06,0.96045,0.95973,0.92454
9.2681e-06,0.94644,0.946,0.9142
1.1585e-05,0.94521,0.94436,0.91088
2.317e-05,0.93811,0.93334,0.90971
4.6341e-05,0.9402,0.91673,0.9177
9.2681e-05,0.93658,0.86662,0.92125
0.00011585,0.93636,0.85462,0.92282
0.0002317,0.94388,0.82177,0.9314
0.00046341,0.94854,0.79645,0.93617
0.00092681,0.95212,0.78076,0.94274
0.0011585,0.95202,0.77584,0.94326
0.002317,0.95498,0.77148,0.94442
0.0046341,0.9551,0.7658,0.94645
0.011585,0.95728,0.76128,0.94756
0.11585,0.95778,0.76437,0.94739
