,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,3801.0,FF_d,3801.0,4013,329636.0,333491.5,4013.0,0.947171692001
1e-05,3776.29703,FF_d,3773.0,4018,329703.0,334208.0,4021.34208,0.939063863475
2e-05,3805.58904,FF_d,3799.0,4017,329452.0,333301.5,4023.66603,0.945801418812
4e-05,3766.29798,FF_d,3753.0,4040,332449.5,337895.0,4053.5158,0.929143530167
8e-05,3812.40412,FF_d,3786.0,4014,330051.5,334093.5,4040.72748,0.943494491739
0.0001,3836.8629,FF_d,3804.0,4006,328629.0,332214.5,4039.22145,0.949901595517
0.0002,3855.1955,FF_d,3789.0,4011,330977.5,335120.5,4078.0241,0.945358684859
0.0004,3924.1778,FF_d,3792.0,4009,330444.5,334192.5,4142.677,0.947256520361
0.0008,4046.0076,FF_d,3781.0,4010,331259.5,335508.0,4278.4064,0.945680990006
0.001,4121.2705,FF_d,3790.0,4007,331270.5,335351.0,4342.351,0.949087372255
0.002,4436.463,FF_d,3770.0,4001,333231.5,337415.5,4675.831,0.948807388462
0.004,5097.214,FF_d,3763.0,3993,333553.5,337643.5,5343.574,0.953896025394
0.008,6456.804,FF_d,3777.0,3994,334975.5,338651.0,6703.208,0.963240884066
0.01,7109.625,FF_d,3758.0,3984,335162.5,339066.5,7374.665,0.964060740386
0.02,10548.36,FF_d,3499.0,3755,352468.0,357102.0,10897.04,0.968002319896
0.04,18160.96,FF_d,2368.0,2617,394824.0,405987.5,18856.5,0.963114045555
0.08,33802.64,FF_bm2,1943.0,2381,398245.5,410385.0,35211.8,0.959980461095
0.1,41767.55,FF_bm2,1943.0,2388,398245.5,409371.5,43325.15,0.964048595331
0.2,81592.1,FF_bm2,1943.0,2375,398245.5,407942.0,83963.4,0.971757932623
0.4,161241.2,FF_bm2,1943.0,2341,398245.5,409794.5,166258.8,0.969820544837
1.0,400188.5,FF_bm2,1943.0,2288,398245.5,412539.0,414827.0,0.96471179552
10.0,3984398.0,FF_bm2,1943.0,2375,398245.5,409117.5,4093550.0,0.973335613343
