,0.001,0.002
FF_a,101765.0,102140.0
FF_bm1,101765.0,102140.0
FF_bm2,121405.0,119995.0
FF_d,121405.0,119995.0
FF_mix,121115.0,120575.0
FF_mix2,116535.0,119770.0
coreopt_FF_a,101765.0,102140.0
coreopt_FF_d,121405.0,119995.0
coreopt_IS_aa,103780.0,104835.0
coreopt_IS_ad,103780.0,104835.0
coreopt_IS_da,119275.0,119760.0
coreopt_IS_dd,119275.0,119760.0
