0,0.99012,0.38915,0.22141
1.4271e-07,0.98781,0.38909,0.22183
2.8543e-07,0.9879,0.38894,0.2222
5.7085e-07,0.98686,0.38873,0.22298
1.1417e-06,0.98716,0.38819,0.22448
1.4271e-06,0.98838,0.38789,0.22521
2.8543e-06,0.98713,0.38661,0.22895
5.7085e-06,0.98673,0.38442,0.23653
1.1417e-05,0.98545,0.37973,0.251
1.4271e-05,0.98462,0.37747,0.25803
2.8543e-05,0.98186,0.36679,0.29127
5.7085e-05,0.97585,0.34687,0.34816
0.00011417,0.96991,0.31446,0.43469
0.00014271,0.96861,0.30056,0.46705
0.00028543,0.97207,0.25346,0.57598
0.00057085,0.97581,0.20303,0.66001
0.0011417,0.98198,0.16493,0.71429
0.0014271,0.98345,0.15593,0.72671
0.0028543,0.98625,0.13606,0.7524
0.0057085,0.98785,0.12512,0.76565
0.014271,0.98882,0.11823,0.77392
0.14271,0.9894,0.114,0.77913
