1604.3,70417,1605.5,1.0381e+05,1602.9,1.4484e+05
1604,70483,1605.2,1.0386e+05,1594.9,1.4672e+05
1603.6,70554,1604.9,1.0392e+05,1594.5,1.469e+05
1602.9,70697,1604.2,1.0403e+05,1593.7,1.4725e+05
1601.4,70983,1602.8,1.0426e+05,1592.2,1.4796e+05
1600.7,71125,1602.1,1.0438e+05,1591.4,1.4832e+05
1597,71839,1598.6,1.0495e+05,1587.6,1.5009e+05
1589.7,73266,1591.6,1.0609e+05,1579.9,1.5365e+05
1564.3,92131,1567.8,1.227e+05,1564.5,1.6075e+05
1563.2,92391,1566.3,1.2311e+05,1562.6,1.6121e+05
1557.5,93688,1558.8,1.2519e+05,1552.9,1.6351e+05
1513.3,1.0375e+05,1519.8,1.3198e+05,1533.6,1.6812e+05
1425,1.2386e+05,1441.8,1.4555e+05,1456.5,1.7534e+05
1423.6,1.2407e+05,1423,1.5184e+05,1434.8,1.8133e+05
1417.1,1.251e+05,1423,1.5184e+05,1432.9,1.8216e+05
1404,1.2716e+05,1423,1.5184e+05,1429,1.8381e+05
NaN,NaN,1423,1.5184e+05,1421.2,1.8711e+05
NaN,NaN,1423,1.5184e+05,1417.2,1.8876e+05
NaN,NaN,1423,1.5184e+05,NaN,NaN
NaN,NaN,1423,1.5184e+05,NaN,NaN
NaN,NaN,1423,1.5184e+05,NaN,NaN
NaN,NaN,1423,1.5184e+05,NaN,NaN
