,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,1641.0,FF_a,1641.0,1692,91516.0,101798.0,1692.0,0.969858156028
1e-05,1644.92548,FF_a,1644.0,1692,92548.0,103468.0,1693.03468,0.971584043394
2e-05,1641.8542,FF_a,1640.0,1692,92710.0,103468.0,1694.06936,0.969177672867
4e-05,1643.70736,FF_a,1640.0,1692,92684.0,103468.0,1696.13872,0.969087811403
8e-05,1645.35344,FF_a,1638.0,1692,91918.0,103482.0,1700.27856,0.967696399112
0.0001,1644.114,FF_a,1635.0,1692,91140.0,103482.0,1702.3482,0.965791839766
0.0002,1658.6096,FF_a,1640.0,1692,93048.0,103468.0,1712.6936,0.968421672154
0.0004,1675.0504,FF_a,1638.0,1692,92626.0,103468.0,1733.3872,0.966345199734
0.0008,1685.4416,FF_a,1609.0,1680,95552.0,118770.0,1775.016,0.949536004183
0.001,1698.84,coreopt_IS_aa,1600.0,1676,98840.0,120616.0,1796.616,0.94557768605
0.002,1806.776,FF_mix,1576.0,1676,115388.0,120588.0,1917.176,0.942415302507
0.004,2037.344,FF_mix,1567.0,1672,117586.0,123046.0,2164.184,0.941391304991
0.008,2539.512,FF_mix2,1461.0,1577,134814.0,140874.0,2703.992,0.939171417667
0.01,2794.96,FF_mix,1450.0,1575,134496.0,141010.0,2985.1,0.936303641419
0.02,4178.0,FF_mix,1462.0,1571,135800.0,141468.0,4400.36,0.949467770819
0.04,6871.6,FF_mix,1454.0,1570,135440.0,141486.0,7229.44,0.950502390227
0.08,12275.04,FF_mix,1448.0,1567,135338.0,141526.0,12889.08,0.952359671908
0.1,15018.4,FF_mix,1453.0,1566,135654.0,141530.0,15719.0,0.955429734716
0.2,28583.6,FF_mix,1452.0,1565,135658.0,141534.0,29871.8,0.956875715558
0.4,55569.4,FF_mix,1443.0,1562,135316.0,141518.0,58169.2,0.955306244542
1.0,137936.0,FF_mix,1466.0,1563,136470.0,141514.0,143077.0,0.964068298888
10.0,1363281.0,FF_mix,1461.0,1564,136182.0,141538.0,1416944.0,0.962127649364
