1e-08,2.0507e+05,1e-08,2.7215e+05,1e-08,3.1391e+05
1.1502e-07,2.042e+05,8.9271e-08,2.7204e+05,7.3053e-08,3.1437e+05
2.3004e-07,2.046e+05,1.7854e-07,2.7213e+05,1.4611e-07,3.1441e+05
4.6007e-07,2.0448e+05,3.5708e-07,2.7202e+05,2.9221e-07,3.1431e+05
9.2015e-07,2.0454e+05,7.1417e-07,2.7217e+05,5.8443e-07,3.1432e+05
1.1502e-06,2.0443e+05,8.9271e-07,2.7227e+05,7.3053e-07,3.1409e+05
2.3004e-06,2.0457e+05,1.7854e-06,2.7217e+05,1.4611e-06,3.1446e+05
4.6007e-06,2.047e+05,3.5708e-06,2.7215e+05,2.9221e-06,3.1446e+05
9.2015e-06,2.0469e+05,7.1417e-06,2.718e+05,5.8443e-06,3.1421e+05
1.1502e-05,2.0502e+05,8.9271e-06,2.7107e+05,7.3053e-06,3.1393e+05
2.3004e-05,2.0405e+05,1.7854e-05,2.6885e+05,1.4611e-05,3.1094e+05
4.6007e-05,1.9691e+05,3.5708e-05,2.5921e+05,2.9221e-05,3.0891e+05
9.2015e-05,1.8879e+05,7.1417e-05,2.5762e+05,5.8443e-05,3.1137e+05
0.00011502,1.8902e+05,8.9271e-05,2.5801e+05,7.3053e-05,3.1231e+05
0.00023004,1.8268e+05,0.00017854,2.4654e+05,0.00014611,2.947e+05
0.00046007,1.4237e+05,0.00035708,1.7028e+05,0.00029221,1.8307e+05
0.00092015,1.379e+05,0.00071417,1.5925e+05,0.00058443,1.6459e+05
0.0011502,1.3767e+05,0.00089271,1.5807e+05,0.00073053,1.634e+05
0.0023004,1.3684e+05,0.0017854,1.5736e+05,0.0014611,1.6206e+05
0.0046007,1.3658e+05,0.0035708,1.5677e+05,0.0029221,1.6177e+05
0.011502,1.3629e+05,0.0089271,1.5656e+05,0.0073053,1.6143e+05
0.11502,1.3624e+05,0.089271,1.5626e+05,0.073053,1.6124e+05
