1612,94966,1602.9,1.3277e+05,1537,1.6627e+05
1588.4,98256,1599.8,1.3564e+05,1534.8,1.6832e+05
1589,98312,1600.3,1.3567e+05,1535.2,1.6832e+05
1588.5,98276,1599.9,1.3565e+05,1536.3,1.6851e+05
1588.5,98280,1600.1,1.3565e+05,1537.1,1.685e+05
1588.4,98256,1600.6,1.357e+05,1536.8,1.6856e+05
1587.8,98264,1600.1,1.3567e+05,1530.6,1.6839e+05
1586.8,98210,1599.9,1.3567e+05,1536.5,1.6906e+05
1570.8,1.1332e+05,1569.9,1.5012e+05,1519.9,1.7863e+05
1564.7,1.1474e+05,1563.2,1.5362e+05,1519,1.81e+05
1550.1,1.1594e+05,1563.4,1.5429e+05,1515.2,1.8225e+05
1462.1,1.283e+05,1490.2,1.6262e+05,1499.8,1.8661e+05
1449,1.3993e+05,1452.5,1.6687e+05,1410.6,2.0287e+05
1439.9,1.4378e+05,1437.8,1.7601e+05,1400,2.0696e+05
1434.7,1.462e+05,1419.5,1.8008e+05,1378.6,2.0902e+05
1426.5,1.4699e+05,1410.7,1.8041e+05,1370.5,2.0948e+05
1415.2,1.471e+05,1403.3,1.8033e+05,1364.8,2.095e+05
1416,1.4734e+05,1403.5,1.8046e+05,1363.5,2.095e+05
1409.2,1.4731e+05,1402,1.8067e+05,1362.8,2.0972e+05
1410.8,1.4757e+05,1398.2,1.8044e+05,1359.8,2.0958e+05
1406,1.4747e+05,1399.5,1.8063e+05,1362,2.0985e+05
1405,1.4749e+05,1398.8,1.8064e+05,1361.5,2.0983e+05
