1e-08,0.81256,1e-08,0.84013,1e-08,0.81233
1.1577e-07,0.77601,8.9727e-08,0.82242,7.3349e-08,0.79215
2.3155e-07,0.77578,1.7945e-07,0.82242,1.467e-07,0.79283
4.6309e-07,0.77578,3.5891e-07,0.82242,2.934e-07,0.79148
9.2618e-07,0.77601,7.1781e-07,0.82242,5.868e-07,0.79238
1.1577e-06,0.77601,8.9727e-07,0.82242,7.3349e-07,0.79126
2.3155e-06,0.77556,1.7945e-06,0.82242,1.467e-06,0.78565
4.6309e-06,0.77556,3.5891e-06,0.82242,2.934e-06,0.78363
9.2618e-06,0.59036,7.1781e-06,0.62735,5.868e-06,0.65628
1.1577e-05,0.56368,8.9727e-06,0.57309,7.3349e-06,0.6222
2.3155e-05,0.54103,1.7945e-05,0.56323,1.467e-05,0.60067
4.6309e-05,0.3278,3.5891e-05,0.38924,2.934e-05,0.51973
9.2618e-05,0.187,7.1781e-05,0.2991,5.868e-05,0.22825
0.00011577,0.13677,8.9727e-05,0.18587,7.3349e-05,0.16368
0.00023155,0.11345,0.00017945,0.11861,0.0001467,0.12018
0.00046309,0.11323,0.00035891,0.11345,0.0002934,0.11435
0.00092618,0.11323,0.00071781,0.11323,0.0005868,0.11323
0.0011577,0.11323,0.00089727,0.11323,0.00073349,0.11323
0.0023155,0.11323,0.0017945,0.11323,0.001467,0.11323
0.0046309,0.11323,0.0035891,0.11323,0.002934,0.11323
0.011577,0.11323,0.0089727,0.11323,0.0073349,0.11323
0.11577,0.11323,0.089727,0.11323,0.073349,0.11323
