1e-08,0.15626,1e-08,0.15787,1e-08,0.19656
1.1577e-07,0.17335,8.9727e-08,0.16163,7.3349e-08,0.20016
2.3155e-07,0.17303,1.7945e-07,0.16136,1.467e-07,0.19989
4.6309e-07,0.17329,3.5891e-07,0.16158,2.934e-07,0.19946
9.2618e-07,0.17329,7.1781e-07,0.16147,5.868e-07,0.19893
1.1577e-06,0.17335,8.9727e-07,0.1612,7.3349e-07,0.19925
2.3155e-06,0.17372,1.7945e-06,0.16147,1.467e-06,0.20322
4.6309e-06,0.17426,3.5891e-06,0.16158,2.934e-06,0.20032
9.2618e-06,0.205,7.1781e-06,0.20107,5.868e-06,0.2245
1.1577e-05,0.2115,8.9727e-06,0.21118,7.3349e-06,0.22902
2.3155e-05,0.22203,1.7945e-05,0.21225,1.467e-05,0.23364
4.6309e-05,0.2949,3.5891e-05,0.27243,2.934e-05,0.25164
9.2618e-05,0.31881,7.1781e-05,0.30349,5.868e-05,0.3345
0.00011577,0.32972,8.9727e-05,0.32499,7.3349e-05,0.34793
0.00023155,0.3353,0.00017945,0.34288,0.0001467,0.36464
0.00046309,0.33976,0.00035891,0.3482,0.0002934,0.36969
0.00092618,0.34578,0.00071781,0.35218,0.0005868,0.37292
0.0011577,0.34541,0.00089727,0.35207,0.00073349,0.37356
0.0023155,0.34901,0.0017945,0.35293,0.001467,0.37394
0.0046309,0.3482,0.0035891,0.35492,0.002934,0.3756
0.011577,0.35078,0.0089727,0.35422,0.0073349,0.37442
0.11577,0.35126,0.089727,0.35459,0.073349,0.37464
