0,3301.9,3.1391e+05,12.2,5411.6
7.3053e-08,3300.2,3.1437e+05,13.05,5791
1.4611e-07,3300.6,3.1441e+05,12.85,5697.8
2.9221e-07,3298.7,3.1431e+05,13,5773.6
5.8443e-07,3299.1,3.1432e+05,13.1,5817.8
7.3053e-07,3295.5,3.1409e+05,13.15,5841.1
1.4611e-06,3298.8,3.1446e+05,13.1,5817
2.9221e-06,3295.6,3.1446e+05,13.9,6177.6
5.8443e-06,3289.7,3.1421e+05,15.05,6685.5
7.3053e-06,3285.2,3.1393e+05,16.8,7448.9
1.4611e-05,3248,3.1094e+05,29.7,13191
2.9221e-05,3207.8,3.0891e+05,44.3,19806
5.8443e-05,3200,3.1137e+05,47.25,21135
7.3053e-05,3185.8,3.1231e+05,48.1,21545
0.00014611,2907.9,2.947e+05,118.65,53346
0.00029221,1725.2,1.8307e+05,451.15,2.0326e+05
0.00058443,1506,1.6459e+05,500.75,2.2542e+05
0.00073053,1487,1.634e+05,504.1,2.2694e+05
0.0014611,1461.7,1.6206e+05,506.75,2.281e+05
0.0029221,1452.5,1.6177e+05,507.45,2.284e+05
0.0073053,1445,1.6143e+05,508.3,2.2878e+05
0.073053,1442,1.6124e+05,508.25,2.2877e+05
