,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,4668.0,FF_d_coreAsc,4668.0,4788,265280.0,266330.0,4788.0,0.974937343358
1e-05,4661.67541,FF_d_coreAsc,4659.0,4789,267541.0,268815.0,4791.68815,0.972867028085
2e-05,4661.34998,FF_d_coreAsc,4656.0,4791,267499.0,268866.0,4796.37732,0.971848057192
4e-05,4653.726,FF_d_coreAsc,4643.0,4790,268150.0,269684.0,4800.78736,0.96936724146
8e-05,4681.20272,FF_d_coreAsc,4660.0,4785,265034.0,266275.0,4806.302,0.973971822828
0.0001,4672.8147,FF_d_coreAsc,4646.0,4790,268147.0,269500.0,4816.95,0.970077476411
0.0002,4707.5632,FF_d_coreAsc,4654.0,4789,267816.0,269208.0,4842.8416,0.972066317428
0.0004,4761.3708,FF_d_coreAsc,4654.0,4788,268427.0,269768.0,4895.9072,0.97252063928
0.0008,4859.1008,FF_d_coreAsc,4643.0,4794,270126.0,271571.0,5011.2568,0.969637157689
0.001,4918.723,FF_d_coreAsc,4650.0,4794,268723.0,270302.0,5064.302,0.971253886518
0.002,5163.404,FF_d_coreAsc,4617.0,4780,273202.0,274863.0,5329.726,0.968793517716
0.004,5685.8,FF_d_coreAsc,4578.0,4767,276950.0,279008.0,5883.032,0.966474430192
0.008,6800.8,FF_d_coreAsc,4379.0,4647,302725.0,305907.0,7094.256,0.958634703907
0.01,7400.25,FF_d_coreAsc,4369.0,4631,303125.0,306439.0,7695.39,0.96164716798
0.02,10460.52,FF_d_coreAsc,4218.0,4499,312126.0,316075.0,10820.5,0.966731666744
0.04,17028.88,FF_d_coreAsc,3612.0,3854,335422.0,340786.0,17485.44,0.973889132901
0.08,30426.28,FF_d_coreAsc,3437.0,3689,337366.0,344103.0,31217.24,0.974662718421
0.1,37134.6,FF_d_coreAsc,3429.0,3689,337056.0,344234.0,38112.4,0.974344307889
0.2,70862.8,FF_d_coreAsc,3403.0,3628,337299.0,343735.0,72375.0,0.979106044905
0.4,138484.0,FF_d_coreAsc,3358.0,3600,337815.0,344930.0,141572.0,0.978187777244
1.0,340840.0,FF_d_coreAsc,3329.0,3572,337511.0,345029.0,348601.0,0.977736724794
10.0,3374759.0,FF_d_coreAsc,3319.0,3568,337144.0,344797.0,3451538.0,0.977755134088
