,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,1716.0,FF_a,1716.0,1804,88250.0,97900.0,1804.0,0.951219512195
1e-05,1720.888,FF_a,1720.0,1804,88800.0,99300.0,1804.993,0.953404251429
2e-05,1727.908,FF_mix,1726.0,1804,95400.0,99300.0,1805.986,0.956767106722
4e-05,1726.586,FF_a,1723.0,1804,89650.0,99300.0,1807.972,0.954984922333
8e-05,1729.616,FF_mix,1722.0,1804,95200.0,99300.0,1811.944,0.954563717201
0.0001,1736.92,FF_a,1728.0,1804,89200.0,99300.0,1813.93,0.957545219496
0.0002,1737.76,FF_a,1720.0,1804,88800.0,99300.0,1823.86,0.952792429243
0.0004,1756.26,FF_a,1721.0,1804,88150.0,99300.0,1843.72,0.952563295945
0.0008,1769.12,FF_a,1693.0,1785,95150.0,119000.0,1880.2,0.940921178598
0.001,1787.1,FF_a,1692.0,1786,95100.0,119050.0,1905.05,0.938085614551
0.002,1887.7,FF_a,1697.0,1787,95350.0,119100.0,2025.2,0.932105471065
0.004,2089.0,coreopt_IS_da,1637.0,1780,113000.0,120150.0,2260.6,0.924090949306
0.008,2619.4,FF_mix,1469.0,1618,143800.0,151250.0,2828.0,0.926237623762
0.01,2919.0,FF_mix,1477.0,1619,144200.0,151300.0,3132.0,0.931992337165
0.02,4353.0,FF_mix,1473.0,1619,144000.0,151300.0,4645.0,0.937136706136
0.04,7212.0,FF_mix,1466.0,1618,143650.0,151250.0,7668.0,0.940532081377
0.08,13043.0,FF_mix,1483.0,1618,144500.0,151250.0,13718.0,0.950794576469
0.1,15915.0,FF_mix,1480.0,1618,144350.0,151250.0,16743.0,0.950546497044
0.2,30306.0,FF_mix,1476.0,1618,144150.0,151250.0,31868.0,0.950985314422
0.4,58947.0,FF_mix,1467.0,1617,143700.0,151200.0,62097.0,0.949272911735
1.0,145932.0,FF_mix,1482.0,1618,144450.0,151250.0,152868.0,0.954627521783
10.0,1442976.0,FF_mix,1476.0,1617,144150.0,151200.0,1513617.0,0.953329673226
