0,1567.2,39836,35.65,16018
1.4503e-07,1559,40222,39.7,17910
2.9006e-07,1560.7,40290,39.7,17911
5.8013e-07,1557.7,40198,39.7,17911
1.1603e-06,1554.4,40123,39.7,17911
1.4503e-06,1563.2,40323,39.65,17888
2.9006e-06,1557.8,40208,39.7,17911
5.8013e-06,1561.4,40292,39.6,17865
1.1603e-05,1462.4,38175,96.6,43555
1.4503e-05,1464.5,38241,96.7,43602
2.9006e-05,1455.2,38022,100.2,45173
5.8013e-05,1296.7,34265,157.1,70941
0.00011603,1220.2,32610,197.35,88808
0.00014503,1219.5,32569,197.65,88940
0.00029006,1220.1,32640,197.75,88983
0.00058013,1218.2,32661,197.75,88983
0.0011603,1206.2,32632,197.6,88916
0.0014503,1204.2,32581,197.6,88916
0.0029006,1201.5,32758,197.6,88916
0.0058013,1193.4,32778,197.6,88916
0.014503,1195,32834,197.6,88916
0.14503,1194,32819,197.6,88916
