1e-08,78.91,14.236
1.1586e-07,78.912,14.274
2.3172e-07,78.915,14.316
4.6345e-07,78.92,14.4
9.269e-07,78.93,14.567
1.1586e-06,78.935,14.65
2.3172e-06,78.96,15.068
4.6345e-06,79.011,15.904
9.269e-06,75.277,36.189
1.1586e-05,75.186,36.66
2.3172e-05,74.73,39.013
4.6345e-05,70.997,51.656
9.269e-05,63.531,76.941
0.00011586,63.087,78.266
0.00023172,63.087,78.266
0.00046345,63.087,78.266
0.0009269,63.087,78.266
0.0011586,63.087,78.266
0.0023172,63.087,78.266
0.0046345,63.087,78.266
0.011586,63.087,78.266
0.11586,63.087,78.266
