0,3783.4,2.764e+05,12.85,4421.9
9.6365e-08,3778,2.7624e+05,12.55,4332.9
1.9273e-07,3781.8,2.7652e+05,13.3,4583.8
3.8546e-07,3776.7,2.7612e+05,12.35,4256.5
7.7092e-07,3778.2,2.7625e+05,12.9,4459
9.6365e-07,3780.3,2.7642e+05,12.45,4289.9
1.9273e-06,3781.9,2.7655e+05,12.8,4408
3.8546e-06,3779.7,2.7638e+05,12.9,4439.8
7.7092e-06,3774.8,2.7598e+05,12.5,4318.2
9.6365e-06,3784.8,2.7678e+05,12.5,4299
1.9273e-05,3782.9,2.7665e+05,12.55,4316.9
3.8546e-05,3763.1,2.7494e+05,21.7,7429.4
7.7092e-05,3757.4,2.7458e+05,23.85,8200.7
9.6365e-05,3750.2,2.7409e+05,25.35,8708.9
0.00019273,3634.1,2.6475e+05,48.8,16994
0.00038546,2636.9,1.8836e+05,318.2,1.0904e+05
0.00077092,2437.6,1.9059e+05,300.1,1.026e+05
0.00096365,2439.2,1.9072e+05,298.5,1.0203e+05
0.0019273,2439.7,1.9077e+05,298.5,1.0205e+05
0.0038546,2439.6,1.9075e+05,298,1.0191e+05
0.0096365,2438.6,1.9069e+05,298.15,1.0192e+05
0.096365,2435.8,1.9047e+05,298.2,1.0195e+05
