1e-08,2.2974,0.43875
1.1477e-07,2.2911,0.44875
2.2953e-07,2.293,0.4495
4.5907e-07,2.2924,0.45075
9.1813e-07,2.292,0.4535
1.1477e-06,2.2912,0.44775
2.2953e-06,2.2904,0.45125
4.5907e-06,2.2895,0.453
9.1813e-06,2.2884,0.4545
1.1477e-05,2.2895,0.45475
2.2953e-05,2.2834,0.46675
4.5907e-05,2.2198,0.68925
9.1813e-05,2.086,1.1038
0.00011477,2.0796,1.1195
0.00022953,1.7782,1.7868
0.00045907,1.4107,2.5025
0.00091813,1.3821,2.5382
0.0011477,1.3774,2.5425
0.0022953,1.3731,2.548
0.0045907,1.3584,2.5473
0.011477,1.3582,2.5468
0.11477,1.3557,2.5505
