1e-08,2.2727,0.43675
1.1477e-07,2.2736,0.4355
2.2953e-07,2.2751,0.43775
4.5907e-07,2.2715,0.438
9.1813e-07,2.2703,0.43625
1.1477e-06,2.2727,0.43325
2.2953e-06,2.2721,0.436
4.5907e-06,2.2701,0.43525
9.1813e-06,2.2667,0.44125
1.1477e-05,2.2698,0.44125
2.2953e-05,2.2681,0.4395
4.5907e-05,2.2177,0.63475
9.1813e-05,2.1169,0.9795
0.00011477,2.1142,0.98725
0.00022953,1.8298,1.6207
0.00045907,1.4615,2.3348
0.00091813,1.4369,2.3742
0.0011477,1.4363,2.3718
0.0022953,1.4316,2.3775
0.0045907,1.4151,2.3868
0.011477,1.4059,2.404
0.11477,1.415,2.3835
