,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,3920.0,FF_d_coreAsc,3920.0,4276,306311.25,320584.75,4276.0,0.916744621141
1e-05,3930.0772625,FF_d_coreAsc,3927.0,4277,307726.25,321862.5,4280.218625,0.91819544907
2e-05,3913.12565,FF_d_coreAsc,3907.0,4274,306282.5,321114.5,4280.42229,0.91419149441
4e-05,3914.27948,FF_d_coreAsc,3902.0,4278,306987.0,322436.75,4290.89747,0.912228620555
8e-05,3933.584,FF_d_coreAsc,3909.0,4278,307300.0,322422.75,4303.79382,0.913980586551
0.0001,3942.73555,FF_d_coreAsc,3912.0,4278,307355.5,322170.25,4310.217025,0.914741769876
0.0002,3957.16415,FF_d_coreAsc,3896.0,4275,305820.75,321226.0,4339.2452,0.911947577888
0.0004,4038.0754,FF_d_coreAsc,3915.0,4278,307688.5,322309.0,4406.9236,0.916302565354
0.0008,4162.508,FF_d_coreAsc,3916.0,4279,308135.0,322836.75,4537.2694,0.917403758304
0.001,4208.287,FF_d_coreAsc,3900.0,4275,308287.0,323612.0,4598.612,0.915121127853
0.002,4525.7145,FF_d_coreAsc,3903.0,4270,311357.25,326308.0,4922.616,0.919371834
0.004,5087.116,FF_d_coreAsc,3799.0,4221,322029.0,339399.75,5578.599,0.911898489208
0.008,6347.302,FF_d_coreAsc,3757.0,4202,323787.75,342096.5,6938.772,0.914758692172
0.01,7005.635,FF_d_coreAsc,3742.0,4189,326363.5,344736.75,7636.3675,0.917404119171
0.02,10307.37,FF_d_coreAsc,3516.0,3945,339568.5,358140.0,11107.8,0.927939826068
0.04,17759.65,FF_d_coreAsc,2491.0,2837,381716.25,400292.25,18848.69,0.942221979352
0.08,33182.56,FF_d_coreAsc,2304.0,2604,385982.0,403382.0,34874.56,0.951483258857
0.1,40910.075,FF_d_coreAsc,2293.0,2584,386170.75,403334.25,42917.425,0.95322762258
0.2,79395.2,FF_d_coreAsc,2251.0,2553,385721.0,403676.75,83288.35,0.953256968111
0.4,155994.4,FF_d_coreAsc,2216.0,2427,384446.0,396920.75,161195.3,0.96773541164
1.0,387073.75,FF_d_coreAsc,2222.0,2427,384851.75,397044.25,399471.25,0.968965225908
10.0,3851992.5,FF_d_coreAsc,2210.0,2426,384978.25,397676.75,3979193.5,0.968033472109
