,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,1575.0,FF_a,1575.0,1630,127473.75,138017.0,1630.0,0.966257668712
1e-05,1576.2821425,FF_a,1575.0,1628,128214.25,140104.25,1629.4010425,0.967399738545
2e-05,1577.564285,FF_a,1575.0,1628,128214.25,140104.25,1630.802085,0.96735483693
4e-05,1580.12857,FF_a,1575.0,1628,128214.25,140104.25,1633.60417,0.967265264755
8e-05,1585.25714,FF_a,1575.0,1628,128214.25,140104.25,1639.20834,0.967087039101
0.0001,1587.821425,FF_a,1575.0,1628,128214.25,140104.25,1642.010425,0.966998382486
0.0002,1600.64285,FF_a,1575.0,1628,128214.25,140104.25,1656.02085,0.966559599778
0.0004,1626.2857,FF_a,1575.0,1628,128214.25,140104.25,1684.0417,0.965703937141
0.0008,1664.3786,FF_mix,1544.0,1615,150473.25,156250.5,1740.0004,0.956539205393
0.001,1683.64,FF_mix,1530.0,1613,153640.0,160470.5,1773.4705,0.94934762095
0.002,1812.8475,FF_a,1540.0,1611,136423.75,161621.25,1934.2425,0.937238996661
0.004,2078.895,coreopt_IS_da,1430.0,1501,162223.75,167413.75,2170.655,0.957727045523
0.008,2727.79,coreopt_IS_da,1430.0,1501,162223.75,167413.75,2840.31,0.960384605906
0.01,3052.2375,coreopt_IS_da,1430.0,1501,162223.75,167413.75,3175.1375,0.961293014869
0.02,4839.055,coreopt_IS_da,1418.0,1518,171052.75,179010.25,5098.205,0.949168383774
0.04,8343.22,FF_mix,1422.0,1510,173030.5,179348.5,8683.94,0.960764353508
0.08,15257.66,FF_mix,1416.0,1505,173020.75,179449.75,15860.98,0.961961997304
0.1,18694.275,FF_mix,1408.0,1501,172862.75,179517.0,19452.7,0.961011838974
0.2,35991.0,FF_mix,1409.0,1498,172910.0,179516.5,37401.3,0.96229275453
0.4,70649.7,FF_mix,1402.0,1493,173119.25,179565.25,73319.1,0.963592024452
1.0,174736.75,FF_mix,1406.0,1493,173330.75,179565.25,181058.25,0.965085821828
10.0,1741836.0,FF_mix,1416.0,1493,174042.0,179536.5,1796858.0,0.969378771166
