,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,3967.0,coreopt_IS_da,3967.0,4000,198350.0,200000.0,4000.0,0.99175
1e-05,3961.98,coreopt_IS_aa,3960.0,4000,198000.0,200000.0,4002.0,0.99
2e-05,3970.967,coreopt_IS_da,3967.0,4000,198350.0,200000.0,4004.0,0.99175
4e-05,3973.932,coreopt_IS_aa,3966.0,4000,198300.0,200000.0,4008.0,0.9915
8e-05,3979.884,coreopt_IS_da,3964.0,3999,198550.0,199950.0,4014.996,0.991254785808
0.0001,3982.815,coreopt_IS_aa,3963.0,4000,198150.0,200000.0,4020.0,0.99075
0.0002,4009.7,coreopt_IS_aa,3970.0,4000,198500.0,200000.0,4040.0,0.9925
0.0004,4045.32,coreopt_IS_aa,3966.0,4000,198300.0,200000.0,4080.0,0.9915
0.0008,4121.52,coreopt_IS_aa,3963.0,4000,198150.0,200000.0,4160.0,0.99075
0.001,4162.2,coreopt_IS_aa,3964.0,4000,198200.0,200000.0,4200.0,0.991
0.002,4371.4,coreopt_IS_da,3974.0,4000,198700.0,200000.0,4400.0,0.9935
0.004,5039.0,coreopt_IS_da,2581.0,2601,614500.0,619700.0,5079.8,0.991968187724
0.008,7495.6,coreopt_IS_da,2580.0,2604,614450.0,618800.0,7554.4,0.992216456634
0.01,8724.0,coreopt_IS_da,2575.0,2601,614900.0,619700.0,8798.0,0.991588997499
0.02,14910.0,coreopt_IS_da,2576.0,2601,616700.0,619700.0,14995.0,0.994331443815
0.04,27178.0,coreopt_IS_da,2582.0,2601,614900.0,619700.0,27389.0,0.992296177297
0.08,51772.0,coreopt_IS_da,2576.0,2601,614950.0,619000.0,52121.0,0.993304042516
0.1,64125.0,coreopt_IS_da,2585.0,2602,615400.0,619400.0,64542.0,0.993539090825
0.2,125573.0,coreopt_IS_da,2583.0,2601,614950.0,619350.0,126471.0,0.992899558001
0.4,248759.0,coreopt_IS_da,2579.0,2600,615450.0,619300.0,250320.0,0.993763982103
1.0,618583.0,coreopt_IS_da,2583.0,2601,616000.0,619000.0,621601.0,0.995144795456
10.0,6156578.0,coreopt_IS_da,2578.0,2601,615400.0,619700.0,6199601.0,0.993060359852
