,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,3814.0,FF_d_coreAsc,3814.0,4088,294128.0,311390.0,4088.0,0.932974559687
1e-05,3817.95367,FF_d_coreAsc,3815.0,4090,295367.0,312692.0,4093.12692,0.932771874565
2e-05,3831.91676,FF_d_coreAsc,3826.0,4089,295838.0,312407.0,4095.24814,0.935698309114
4e-05,3832.83208,FF_d_coreAsc,3821.0,4090,295802.0,312749.0,4102.50996,0.934265149231
8e-05,3825.6412,FF_a_coreAsc_mix,3803.0,4087,283015.0,311907.0,4111.95256,0.930370947665
0.0001,3836.3504,FF_a_coreAsc,3808.0,4088,283504.0,312328.0,4119.2328,0.93132643535
0.0002,3872.6798,FF_a_coreAsc,3816.0,4091,283399.0,312917.0,4153.5834,0.932370781335
0.0004,3928.696,FF_a_coreAsc_mix,3815.0,4087,284240.0,312684.0,4212.0736,0.93272254312
0.0008,4047.6528,FF_d_coreAsc,3812.0,4093,294566.0,312269.0,4342.8152,0.932034317279
0.001,4095.384,FF_d_coreAsc,3801.0,4089,294384.0,312528.0,4401.528,0.930445972399
0.002,4401.002,FF_d_coreAsc,3811.0,4090,295001.0,312578.0,4715.156,0.93337357237
0.004,4927.864,FF_a_coreAsc,3800.0,4043,281966.0,329032.0,5359.128,0.919527206665
0.008,6136.432,FF_d_coreAsc,3670.0,4033,308304.0,331173.0,6682.384,0.918299816353
0.01,6709.32,FF_d_coreAsc,3633.0,4022,307632.0,332139.0,7343.39,0.913654320416
0.02,9735.76,FF_d_coreAsc,3497.0,3910,311938.0,337957.0,10669.14,0.912515910373
0.04,16716.8,FF_d_coreAsc,2890.0,3227,345670.0,366901.0,17903.04,0.933740861887
0.08,31347.0,FF_d_coreAsc,2799.0,2994,356850.0,369382.0,32544.56,0.963202452269
0.1,38444.6,FF_d_coreAsc,2793.0,2999,356516.0,369855.0,39984.5,0.961487576436
0.2,74293.6,FF_d_coreAsc,2807.0,3008,357433.0,370495.0,77107.0,0.963513040321
0.4,145463.8,FF_d_coreAsc,2797.0,2996,356667.0,369584.0,150829.6,0.964424754823
1.0,359571.0,FF_d_coreAsc,2791.0,3000,356780.0,370289.0,373289.0,0.963250993198
10.0,3564913.0,FF_d_coreAsc,2793.0,2972,356212.0,367717.0,3680142.0,0.968688979936
