0,0.95718,0.95718,0.9333
1.1832e-07,0.95467,0.95467,0.90338
2.3665e-07,0.95627,0.95627,0.90611
4.7329e-07,0.9551,0.9551,0.90502
9.4659e-07,0.95607,0.95607,0.90891
1.1832e-06,0.95569,0.95569,0.90591
2.3665e-06,0.95426,0.95426,0.90432
4.7329e-06,0.95441,0.95441,0.9055
9.4659e-06,0.93939,0.93939,0.90294
1.1832e-05,0.94087,0.94087,0.9084
2.3665e-05,0.93187,0.92921,0.91101
4.7329e-05,0.92869,0.90843,0.90738
9.4659e-05,0.91464,0.8466,0.90944
0.00011832,0.91842,0.82876,0.91473
0.00023665,0.92432,0.79901,0.92078
0.00047329,0.93229,0.76987,0.92919
0.00094659,0.93864,0.73576,0.93156
0.0011832,0.93984,0.74154,0.93565
0.0023665,0.94112,0.73626,0.94112
0.0047329,0.94597,0.72917,0.93876
0.011832,0.94579,0.73854,0.93913
0.11832,0.94673,0.7293,0.94014
